postal_code,nearest_mall,nearest_mall_postal,walking_dist_m
560225,AMK HUB,569933,1466
560174,AMK HUB,569933,1902
560440,AMK HUB,569933,1020
560637,AMK HUB,569933,1816
560571,AMK HUB,569933,860
560505,AMK HUB,569933,1053
560631,AMK HUB,569933,1895
560474,AMK HUB,569933,1628
560403,AMK HUB,569933,1336
560445,AMK HUB,569933,1207
560557,AMK HUB,569933,1500
560585,AMK HUB,569933,695
560107,AMK HUB,569933,1441
560333,AMK HUB,569933,1290
560108,AMK HUB,569933,1458
560564,AMK HUB,569933,1505
560330,AMK HUB,569933,1183
560473,AMK HUB,569933,1572
560121,AMK HUB,569933,637
560421,AMK HUB,569933,835
560606,AMK HUB,569933,2348
560211,AMK HUB,569933,867
560417,AMK HUB,569933,1127
560345,AMK HUB,569933,383
560215,AMK HUB,569933,1023
560649,AMK HUB,569933,1405
560513,AMK HUB,569933,782
560418,AMK HUB,569933,1024
560507,AMK HUB,569933,990
560465,AMK HUB,569933,1333
560643,AMK HUB,569933,1746
560524,AMK HUB,569933,1148
560204,AMK HUB,569933,769
560175,AMK HUB,569933,1928
560543,AMK HUB,569933,1504
560118,AMK HUB,569933,1833
560411,AMK HUB,569933,1337
560546,AMK HUB,569933,1423
560428,AMK HUB,569933,830
560173,AMK HUB,569933,1909
560607,AMK HUB,569933,2244
560603,AMK HUB,569933,2473
560511,AMK HUB,569933,850
560205,AMK HUB,569933,803
560433,AMK HUB,569933,914
560610,AMK HUB,569933,2188
560335,AMK HUB,569933,1053
560312,AMK HUB,569933,563
560326,AMK HUB,569933,430
560627,AMK HUB,569933,2064
563310,AMK HUB,569933,1004
561700,AMK HUB,569933,364
562310,AMK HUB,569933,1016
560553,AMK HUB,569933,1378
560401,AMK HUB,569933,1438
560101,AMK HUB,569933,1118
560545,AMK HUB,569933,1334
560458,AMK HUB,569933,1602
560714,AMK HUB,569933,486
560102,AMK HUB,569933,1184
560350,AMK HUB,569933,994
563588,AMK HUB,569933,1071
563315,AMK HUB,569933,955
560353,AMK HUB,569933,1149
562316,AMK HUB,569933,965
562700,AMK HUB,569933,354
460501,BEDOK MALL,467360,1065
460076,BEDOK MALL,467360,1701
460107,BEDOK MALL,467360,1560
470620,BEDOK MALL,467360,2262
460018,BEDOK MALL,467360,1036
461019,BEDOK MALL,467360,1161
461036,BEDOK MALL,467360,559
460532,BEDOK MALL,467360,1371
461021,BEDOK MALL,467360,1030
460075,BEDOK MALL,467360,1692
470617,BEDOK MALL,467360,2121
470619,BEDOK MALL,467360,2197
470709,BEDOK MALL,467360,1911
460040,BEDOK MALL,467360,1631
460003,BEDOK MALL,467360,729
461059,BEDOK MALL,467360,1448
460420,BEDOK MALL,467360,518
460545,BEDOK MALL,467360,1068
470702,BEDOK MALL,467360,2297
470117,BEDOK MALL,467360,2958
470615,BEDOK MALL,467360,2092
460117,BEDOK MALL,467360,1598
462027,BEDOK MALL,467360,715
460424,BEDOK MALL,467360,707
461041,BEDOK MALL,467360,687
470701,BEDOK MALL,467360,2311
460059,BEDOK MALL,467360,1270
460201,BEDOK MALL,467360,368
460204,BEDOK MALL,467360,340
460549,BEDOK MALL,467360,1079
460035,BEDOK MALL,467360,1484
460056,BEDOK MALL,467360,1297
460524,BEDOK MALL,467360,1441
460124,BEDOK MALL,467360,1598
470128,BEDOK MALL,467360,2700
470134,BEDOK MALL,467360,2516
470142,BEDOK MALL,467360,2658
470135,BEDOK MALL,467360,2574
460100,BEDOK MALL,467360,1993
470133,BEDOK MALL,467360,2614
460036,BEDOK MALL,467360,1406
460163,BEDOK MALL,467360,2553
460528,BEDOK MALL,467360,1407
470120,BEDOK MALL,467360,2900
461043,BEDOK MALL,467360,799
460051,BEDOK MALL,467360,1130
460103,BEDOK MALL,467360,1789
460078,BEDOK MALL,467360,1554
460080,BEDOK MALL,467360,1605
460157,BEDOK MALL,467360,2497
460543,BEDOK MALL,467360,1167
470708,BEDOK MALL,467360,2259
460039,BEDOK MALL,467360,1685
460421,BEDOK MALL,467360,561
470718,BEDOK MALL,467360,1822
410667,BEDOK MALL,467360,3098
470764,BEDOK MALL,467360,2028
460183,BEDOK MALL,467360,1572
460185,BEDOK MALL,467360,1433
463220,BEDOK MALL,467360,707
461219,BEDOK MALL,467360,594
463219,BEDOK MALL,467360,548
470607,BEDOK MALL,467360,2486
460053,BEDOK MALL,467360,1366
460067,BEDOK MALL,467360,2338
470141,BEDOK MALL,467360,2617
461001,BEDOK MALL,467360,1081
470761,BEDOK MALL,467360,1873
470774,BEDOK MALL,467360,2266
464094,BEDOK MALL,467360,2148
470763,BEDOK MALL,467360,1978
462220,BEDOK MALL,467360,710
470115,BEDOK MALL,467360,3031
470719,BEDOK MALL,467360,1699
410665,BEDOK MALL,467360,3206
460029,BEDOK MALL,467360,726
570407,THOMSON PLAZA,574408,1605
570176,JUNCTION 8,579837,855
570108,JUNCTION 8,579837,577
570313,THOMSON PLAZA,574408,1062
570152,JUNCTION 8,579837,1073
570145,JUNCTION 8,579837,1160
570126,JUNCTION 8,579837,795
570109,JUNCTION 8,579837,615
570122,JUNCTION 8,579837,661
570144,JUNCTION 8,579837,929
570107,JUNCTION 8,579837,659
570225,JUNCTION 8,579837,1205
570263,JUNCTION 8,579837,1541
570266,JUNCTION 8,579837,1488
570287,JUNCTION 8,579837,1354
570232,JUNCTION 8,579837,1173
570250,AMK HUB,569933,1475
570184,JUNCTION 8,579837,524
570193,JUNCTION 8,579837,469
570260,JUNCTION 8,579837,1663
570255,AMK HUB,569933,1402
570241,JUNCTION 8,579837,1554
570221,JUNCTION 8,579837,1045
570259,JUNCTION 8,579837,1628
570251,AMK HUB,569933,1408
570272,JUNCTION 8,579837,1585
570224,JUNCTION 8,579837,1229
570253,AMK HUB,569933,1414
572273,JUNCTION 8,579837,1312
571273,JUNCTION 8,579837,1269
570138,JUNCTION 8,579837,1066
570293,JUNCTION 8,579837,1034
570166,JUNCTION 8,579837,984
570303,THOMSON PLAZA,574408,1328
570247,AMK HUB,569933,1520
570238,JUNCTION 8,579837,1345
570231,JUNCTION 8,579837,1009
570187,JUNCTION 8,579837,408
650269,WEST MALL,658713,1476
650318,WEST MALL,658713,1433
650148,WEST MALL,658713,890
650422,WEST MALL,658713,1596
650267,WEST MALL,658713,1552
650346,WEST MALL,658713,1795
650143,WEST MALL,658713,853
650213,WEST MALL,658713,766
650136,WEST MALL,658713,713
650251,WEST MALL,658713,1214
650227,WEST MALL,658713,687
650263,WEST MALL,658713,1480
650363,WEST MALL,658713,1542
650247,WEST MALL,658713,1229
650207,WEST MALL,658713,659
650178,WEST MALL,658713,1140
650133,WEST MALL,658713,735
650129,WEST MALL,658713,575
650238,WEST MALL,658713,856
650163,WEST MALL,658713,1119
650139,WEST MALL,658713,813
650229,WEST MALL,658713,811
650338,WEST MALL,658713,1966
650349,WEST MALL,658713,1737
650340,WEST MALL,658713,1865
650321,WEST MALL,658713,1521
650536,WEST MALL,658713,1293
650339,WEST MALL,658713,1899
650219,WEST MALL,658713,981
650367,WEST MALL,658713,1454
650113,WEST MALL,658713,759
650170,WEST MALL,658713,1441
650266,WEST MALL,658713,1559
654291,WEST MALL,658713,1386
650386,WEST MALL,658713,2074
650162,WEST MALL,658713,1263
650171,WEST MALL,658713,1425
650291,WEST MALL,658713,1522
650201,WEST MALL,658713,711
650383,WEST MALL,658713,1883
650204,WEST MALL,658713,499
650105,WEST MALL,658713,570
650315,WEST MALL,658713,1335
650531,WEST MALL,658713,1167
650254,WEST MALL,658713,1356
650115,WEST MALL,658713,554
650388,WEST MALL,658713,2158
650389,WEST MALL,658713,2215
650622,WEST MALL,658713,281
650223,WEST MALL,658713,690
650353,WEST MALL,658713,1674
650218,WEST MALL,658713,916
650125,WEST MALL,658713,457
650140,WEST MALL,658713,865
650628,WEST MALL,658713,261
650289,WEST MALL,658713,1688
650288,WEST MALL,658713,1699
651289,WEST MALL,658713,1739
90007,TIONG BAHRU PLAZA,168732,1824
152028,QUEENSWAY SHOPPING CENTRE,149053,810
100076,HARBOURFRONT CENTRE,99253,2123
160113,TIONG BAHRU PLAZA,168732,1026
90028,VIVOCITY,98585,1767
163016,TIONG BAHRU PLAZA,168732,816
160141,TIONG BAHRU PLAZA,168732,1504
90006,TIONG BAHRU PLAZA,168732,1928
160036,TIONG BAHRU PLAZA,168732,572
90012,TIONG BAHRU PLAZA,168732,1866
100077,HARBOURFRONT CENTRE,99253,2050
160022,TIONG BAHRU PLAZA,168732,736
80016,INTERNATIONAL PLAZA,238869,950
167026,TIONG BAHRU PLAZA,168732,698
161054,TIONG BAHRU PLAZA,168732,842
161055,GREAT WORLD CITY,237994,905
102080,HARBOURFRONT CENTRE,99253,2170
90040,VIVOCITY,98585,1390
90024,VIVOCITY,98585,1860
152120,TIONG BAHRU PLAZA,168732,972
100055,HARBOURFRONT CENTRE,99253,1833
90017,TIONG BAHRU PLAZA,168732,1603
90101,VIVOCITY,98585,1195
101112,QUEENSWAY SHOPPING CENTRE,149053,1526
151039,ANCHORPOINT SHOPPING CENTRE,159953,920
80013,INTERNATIONAL PLAZA,238869,963
162119,TIONG BAHRU PLAZA,168732,869
151077,TIONG BAHRU PLAZA,168732,1404
164008,TIONG BAHRU PLAZA,168732,475
165006,TIONG BAHRU PLAZA,168732,616
103080,HARBOURFRONT CENTRE,99253,2165
101080,HARBOURFRONT CENTRE,99253,2242
150051,ANCHORPOINT SHOPPING CENTRE,159953,1181
150116,QUEENSWAY SHOPPING CENTRE,149053,1512
101109,QUEENSWAY SHOPPING CENTRE,149053,1718
151048,ANCHORPOINT SHOPPING CENTRE,159953,1002
163008,TIONG BAHRU PLAZA,168732,539
150035,ANCHORPOINT SHOPPING CENTRE,159953,698
160087,GREAT WORLD CITY,237994,487
151063,ANCHORPOINT SHOPPING CENTRE,159953,1470
151075,ANCHORPOINT SHOPPING CENTRE,159953,1533
152124,TIONG BAHRU PLAZA,168732,743
151074,TIONG BAHRU PLAZA,168732,1585
164006,TIONG BAHRU PLAZA,168732,653
163009,TIONG BAHRU PLAZA,168732,378
670485,HILLION MALL,678278,2010
670207,HILLION MALL,678278,1622
670240,HILLION MALL,678278,1231
670505,HILLION MALL,678278,1312
670250,HILLION MALL,678278,1646
670143,HILLION MALL,678278,733
670476,HILLION MALL,678278,2072
670467,HILLION MALL,678278,1994
670148,HILLION MALL,678278,614
670244,HILLION MALL,678278,1350
670629,JUNCTION 10,677899,1062
670126,HILLION MALL,678278,973
670270,HILLION MALL,678278,1577
670533,JUNCTION 10,677899,1015
670458,HILLION MALL,678278,1944
670173,HILLION MALL,678278,634
670486,HILLION MALL,678278,2054
672633,JUNCTION 10,677899,848
670171,HILLION MALL,678278,528
670185,JUNCTION 10,677899,358
670120,HILLION MALL,678278,914
670140,HILLION MALL,678278,930
670447,HILLION MALL,678278,1503
670442,HILLION MALL,678278,1367
670449,HILLION MALL,678278,1636
670623,JUNCTION 10,677899,1109
670537,JUNCTION 10,677899,857
670515,JUNCTION 10,677899,1591
670627,JUNCTION 10,677899,943
670536,JUNCTION 10,677899,960
670501,HILLION MALL,678278,1145
670166,HILLION MALL,678278,423
670154,HILLION MALL,678278,637
670606,JUNCTION 10,677899,473
670484,HILLION MALL,678278,1939
670452,HILLION MALL,678278,1672
670655,JUNCTION 10,677899,1292
670135,HILLION MALL,678278,1173
670513,JUNCTION 10,677899,1646
670607,JUNCTION 10,677899,748
670543,JUNCTION 10,677899,733
260002,SERENE CENTRE,258748,1010
590012,BEAUTY WORLD PLAZA,588176,829
590002,BEAUTY WORLD PLAZA,588176,518
180009,ZHUJIAO CENTRE (TEKKA MARKET),210662,556
81005,INTERNATIONAL PLAZA,238869,606
50533,CHINATOWN POINT,59413,173
180263,BUGIS JUNCTION,188021,522
211671,ZHUJIAO CENTRE (TEKKA MARKET),210662,503
200634,SIM LIM TOWER,208787,493
80334,THE MAJESTIC,59810,483
85401,INTERNATIONAL PLAZA,238869,654
85201,INTERNATIONAL PLAZA,238869,659
85601,INTERNATIONAL PLAZA,238869,914
85101,INTERNATIONAL PLAZA,238869,730
681166,SHAW THEATRES LOT ONE,689812,1087
680110,JUNCTION 10,677899,1372
680574,SHAW THEATRES LOT ONE,689812,1331
680571,SHAW THEATRES LOT ONE,689812,1332
684684,SHAW THEATRES LOT ONE,689812,2582
681687,SHAW THEATRES LOT ONE,689812,2514
681692,SHAW THEATRES LOT ONE,689812,2374
681686,SHAW THEATRES LOT ONE,689812,2567
680427,SHAW THEATRES LOT ONE,689812,916
682691,SHAW THEATRES LOT ONE,689812,2489
680104,JUNCTION 10,677899,1235
680659,SHAW THEATRES LOT ONE,689812,2123
680660,SHAW THEATRES LOT ONE,689812,2158
681685,SHAW THEATRES LOT ONE,689812,2482
680473,SHAW THEATRES LOT ONE,689812,1128
680673,SHAW THEATRES LOT ONE,689812,2147
680151,JUNCTION 10,677899,678
680459,SHAW THEATRES LOT ONE,689812,1479
680708,SHAW THEATRES LOT ONE,689812,964
680425,SHAW THEATRES LOT ONE,689812,857
680410,SHAW THEATRES LOT ONE,689812,763
680517,SHAW THEATRES LOT ONE,689812,1067
680613,SHAW THEATRES LOT ONE,689812,2084
680423,SHAW THEATRES LOT ONE,689812,731
680409,SHAW THEATRES LOT ONE,689812,722
680770,SHAW THEATRES LOT ONE,689812,1628
680611,SHAW THEATRES LOT ONE,689812,2040
680160,JUNCTION 10,677899,665
680411,SHAW THEATRES LOT ONE,689812,806
680769,SHAW THEATRES LOT ONE,689812,1600
680306,SHAW THEATRES LOT ONE,689812,363
680790,SHAW THEATRES LOT ONE,689812,1668
680286,SHAW THEATRES LOT ONE,689812,877
680572,SHAW THEATRES LOT ONE,689812,1284
680307,SHAW THEATRES LOT ONE,689812,414
684690,SHAW THEATRES LOT ONE,689812,2592
681688,SHAW THEATRES LOT ONE,689812,2454
681690,SHAW THEATRES LOT ONE,689812,2554
682485,SHAW THEATRES LOT ONE,689812,1809
682683,SHAW THEATRES LOT ONE,689812,2531
682687,SHAW THEATRES LOT ONE,689812,2550
680680,SHAW THEATRES LOT ONE,689812,2523
681689,SHAW THEATRES LOT ONE,689812,2382
680666,SHAW THEATRES LOT ONE,689812,2276
680470,SHAW THEATRES LOT ONE,689812,1326
680682,SHAW THEATRES LOT ONE,689812,2361
680252,SHAW THEATRES LOT ONE,689812,983
680505,SHAW THEATRES LOT ONE,689812,972
680657,SHAW THEATRES LOT ONE,689812,2131
680504,SHAW THEATRES LOT ONE,689812,926
680250,SHAW THEATRES LOT ONE,689812,849
680614,SHAW THEATRES LOT ONE,689812,2166
680221,SHAW THEATRES LOT ONE,689812,445
680512,SHAW THEATRES LOT ONE,689812,1025
680469,SHAW THEATRES LOT ONE,689812,1372
680615,SHAW THEATRES LOT ONE,689812,2073
680454,SHAW THEATRES LOT ONE,689812,1506
680435,SHAW THEATRES LOT ONE,689812,632
680785,SHAW THEATRES LOT ONE,689812,1397
680155,JUNCTION 10,677899,752
680225,SHAW THEATRES LOT ONE,689812,528
680633,SHAW THEATRES LOT ONE,689812,1704
680526,SHAW THEATRES LOT ONE,689812,1269
680458,SHAW THEATRES LOT ONE,689812,1392
680753,SHAW THEATRES LOT ONE,689812,1080
680134,SHAW THEATRES LOT ONE,689812,1008
680108,JUNCTION 10,677899,1262
680764,SHAW THEATRES LOT ONE,689812,1348
680164,JUNCTION 10,677899,729
680768,SHAW THEATRES LOT ONE,689812,1517
120344,THE CLEMENTI MALL,129588,827
120710,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,793
120611,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,532
120303,THE CLEMENTI MALL,129588,942
120509,THE CLEMENTI MALL,129588,855
120508,THE CLEMENTI MALL,129588,774
120308,THE CLEMENTI MALL,129588,911
120728,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,411
120307,THE CLEMENTI MALL,129588,966
120730,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,462
120507,THE CLEMENTI MALL,129588,638
120701,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,783
120329,ENG WAH GLOBAL,129905,376
120326,THE CLEMENTI MALL,129588,331
120506,THE CLEMENTI MALL,129588,597
120331,ENG WAH GLOBAL,129905,506
120351,THE CLEMENTI MALL,129588,1118
120305,THE CLEMENTI MALL,129588,1134
120306,THE CLEMENTI MALL,129588,1017
120376,THE CLEMENTI MALL,129588,599
120319,THE CLEMENTI MALL,129588,391
120335,THE CLEMENTI MALL,129588,674
120304,THE CLEMENTI MALL,129588,906
120327,THE CLEMENTI MALL,129588,346
120421,ENG WAH GLOBAL,129905,884
120716,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,628
120709,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,760
120410,ENG WAH GLOBAL,129905,642
120411,ENG WAH GLOBAL,129905,707
120334,THE CLEMENTI MALL,129588,542
120333,THE CLEMENTI MALL,129588,438
120315,THE CLEMENTI MALL,129588,582
120454,ENG WAH GLOBAL,129905,287
120456,ENG WAH GLOBAL,129905,336
120420,ENG WAH GLOBAL,129905,779
120462,ENG WAH GLOBAL,129905,240
120417,ENG WAH GLOBAL,129905,901
120418,ENG WAH GLOBAL,129905,913
122441,THE CLEMENTI MALL,129588,23
120357,THE CLEMENTI MALL,129588,736
120613,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,127371,331
120103,THE CLEMENTI MALL,129588,1794
120459,ENG WAH GLOBAL,129905,354
120206,THE CLEMENTI MALL,129588,928
370058,KATONG SHOPPING CENTRE,437844,3640
370032,NEX,556083,3894
370037,KATONG SHOPPING CENTRE,437844,3857
370087,LEISURE PARK KALLANG,397693,3381
370060,KATONG SHOPPING CENTRE,437844,3652
370059,KATONG SHOPPING CENTRE,437844,3635
400021,KATONG SHOPPING CENTRE,437844,3101
400016,KATONG SHOPPING CENTRE,437844,2819
370066,KATONG SHOPPING CENTRE,437844,3647
400017,KATONG SHOPPING CENTRE,437844,2870
400020,KATONG SHOPPING CENTRE,437844,3047
370061,KATONG SHOPPING CENTRE,437844,3603
390097,LEISURE PARK KALLANG,397693,1923
380053,LEISURE PARK KALLANG,397693,2326
390036,LEISURE PARK KALLANG,397693,1778
420003,KATONG SHOPPING CENTRE,437844,1847
400033,KATONG SHOPPING CENTRE,437844,2425
370036,NEX,556083,3863
400327,KATONG SHOPPING CENTRE,437844,3560
400322,KATONG SHOPPING CENTRE,437844,3482
400009,KATONG SHOPPING CENTRE,437844,2779
370031,NEX,556083,3725
390034,LEISURE PARK KALLANG,397693,1711
391012,LEISURE PARK KALLANG,397693,1410
371092,KATONG SHOPPING CENTRE,437844,3367
400034,KATONG SHOPPING CENTRE,437844,2531
390047,LEISURE PARK KALLANG,397693,1666
403002,KATONG SHOPPING CENTRE,437844,2035
400024,KATONG SHOPPING CENTRE,437844,2977
380126,LEISURE PARK KALLANG,397693,3143
370041,LEISURE PARK KALLANG,397693,3761
391007,LEISURE PARK KALLANG,397693,1341
370053,KATONG SHOPPING CENTRE,437844,3513
380130,KATONG SHOPPING CENTRE,437844,2744
530701,HEARTLAND MALL-KOVAN,530205,1085
530317,HOUGANG MALL,538766,1178
530024,HOUGANG MALL,538766,1178
530110,HEARTLAND MALL-KOVAN,530205,991
530023,HEARTLAND MALL-KOVAN,530205,1065
530115,HEARTLAND MALL-KOVAN,530205,1118
530241,HEARTLAND MALL-KOVAN,530205,1119
530109,HEARTLAND MALL-KOVAN,530205,988
530661,HOUGANG MALL,538766,1619
530511,HOUGANG MALL,538766,765
530114,HEARTLAND MALL-KOVAN,530205,1216
530021,HEARTLAND MALL-KOVAN,530205,1124
532987,THE SELETAR MALL,797653,1863
530311,HOUGANG MALL,538766,1129
530690,HOUGANG MALL,538766,1560
530605,HOUGANG MALL,538766,1091
530617,HEARTLAND MALL-KOVAN,530205,1558
530686,HOUGANG MALL,538766,1477
530636,HEARTLAND MALL-KOVAN,530205,1925
533980,THE SELETAR MALL,797653,1973
531981,THE SELETAR MALL,797653,1896
530679,HOUGANG MALL,538766,1283
530244,HEARTLAND MALL-KOVAN,530205,1040
530336,HOUGANG MALL,538766,923
530965,THE SELETAR MALL,797653,1875
531984,THE SELETAR MALL,797653,1799
530507,HOUGANG MALL,538766,874
530611,HOUGANG MALL,538766,1341
530305,HOUGANG MALL,538766,881
530167,HEARTLAND MALL-KOVAN,530205,1338
530332,HOUGANG MALL,538766,910
530173,HEARTLAND MALL-KOVAN,530205,1560
530417,HOUGANG MALL,538766,600
533987,THE SELETAR MALL,797653,1796
530371,HEARTLAND MALL-KOVAN,530205,1021
530830,HOUGANG MALL,538766,699
530971,THE SELETAR MALL,797653,2151
533978,THE SELETAR MALL,797653,1933
536980,THE SELETAR MALL,797653,1943
530351,HOUGANG MALL,538766,906
530928,HOUGANG MALL,538766,1944
530926,HOUGANG MALL,538766,1981
530504,HOUGANG MALL,538766,955
530156,NEX,556083,1137
530945,HOUGANG MALL,538766,1957
530306,HOUGANG MALL,538766,904
530144,HEARTLAND MALL-KOVAN,530205,1323
530634,HEARTLAND MALL-KOVAN,530205,1930
530833,HOUGANG MALL,538766,714
530407,HOUGANG MALL,538766,329
600371,WESTGATE,608532,2518
600023,JEM,608549,2565
600410,JEM,608549,2115
600411,JEM,608549,2112
600313,WESTGATE,608532,2302
600033,JEM,608549,2309
600047,JEM,608549,2459
600210,WESTGATE,608532,936
600372,WESTGATE,608532,2548
600229,WESTGATE,608532,1363
600348,WESTGATE,608532,2008
600264,WESTGATE,608532,1483
600314,WESTGATE,608532,2312
600251,WESTGATE,608532,1466
600312,WESTGATE,608532,2328
600268,WESTGATE,608532,1315
600208,WESTGATE,608532,656
600282,JEM,608549,1028
600265,WESTGATE,608532,1157
601219,WESTGATE,608532,1249
600271,WESTGATE,608532,1311
600116,WESTGATE,608532,1360
600277,WESTGATE,608532,1270
600201,WESTGATE,608532,397
604288,WESTGATE,608532,893
600267,WESTGATE,608532,1216
600334,WESTGATE,608532,2784
600050,JEM,608549,2713
601322,WESTGATE,608532,2609
601287,WESTGATE,608532,685
603287,WESTGATE,608532,748
640210,GOLDEN VILLAGE (GV JURONG POINT),648886,1654
610122,GOLDEN VILLAGE (GV JURONG POINT),648886,2747
640187,GOLDEN VILLAGE (GV JURONG POINT),648886,1127
640209,GOLDEN VILLAGE (GV JURONG POINT),648886,1659
610112,GOLDEN VILLAGE (GV JURONG POINT),648886,2781
640175,GOLDEN VILLAGE (GV JURONG POINT),648886,1133
640494,GOLDEN VILLAGE (GV JURONG POINT),648886,2876
640528,GOLDEN VILLAGE (GV JURONG POINT),648886,2040
640476,GOLDEN VILLAGE (GV JURONG POINT),648886,2632
640915,GOLDEN VILLAGE (GV JURONG POINT),648886,2659
640928,GOLDEN VILLAGE (GV JURONG POINT),648886,2497
640926,GOLDEN VILLAGE (GV JURONG POINT),648886,2524
640524,GOLDEN VILLAGE (GV JURONG POINT),648886,1931
643180,GOLDEN VILLAGE (GV JURONG POINT),648886,1368
642181,GOLDEN VILLAGE (GV JURONG POINT),648886,1443
642180,GOLDEN VILLAGE (GV JURONG POINT),648886,1309
614339,GOLDEN VILLAGE (GV JURONG POINT),648886,2440
641180,GOLDEN VILLAGE (GV JURONG POINT),648886,1229
640942,GOLDEN VILLAGE (GV JURONG POINT),648886,2475
640420,WESTGATE,608532,3034
640546,GOLDEN VILLAGE (GV JURONG POINT),648886,2296
640534,GOLDEN VILLAGE (GV JURONG POINT),648886,2140
640449,GOLDEN VILLAGE (GV JURONG POINT),648886,2454
640864,GOLDEN VILLAGE (GV JURONG POINT),648886,2192
640540,GOLDEN VILLAGE (GV JURONG POINT),648886,1943
642275,GOLDEN VILLAGE (GV JURONG POINT),648886,1877
640854,GOLDEN VILLAGE (GV JURONG POINT),648886,1973
640938,GOLDEN VILLAGE (GV JURONG POINT),648886,2407
640940,GOLDEN VILLAGE (GV JURONG POINT),648886,2534
640825,GOLDEN VILLAGE (GV JURONG POINT),648886,2191
640441,GOLDEN VILLAGE (GV JURONG POINT),648886,2573
610184,GOLDEN VILLAGE (GV JURONG POINT),648886,2595
640542,GOLDEN VILLAGE (GV JURONG POINT),648886,2039
640722,GOLDEN VILLAGE (GV JURONG POINT),648886,1560
642677,GOLDEN VILLAGE (GV JURONG POINT),648886,992
641673,GOLDEN VILLAGE (GV JURONG POINT),648886,1128
640484,GOLDEN VILLAGE (GV JURONG POINT),648886,2876
640953,GOLDEN VILLAGE (GV JURONG POINT),648886,2248
610352,GOLDEN VILLAGE (GV JURONG POINT),648886,2229
642657,GOLDEN VILLAGE (GV JURONG POINT),648886,1146
640636,GOLDEN VILLAGE (GV JURONG POINT),648886,1380
641986,GOLDEN VILLAGE (GV JURONG POINT),648886,1666
641661,GOLDEN VILLAGE (GV JURONG POINT),648886,894
610353,GOLDEN VILLAGE (GV JURONG POINT),648886,2294
643684,GOLDEN VILLAGE (GV JURONG POINT),648886,695
641181,GOLDEN VILLAGE (GV JURONG POINT),648886,1374
643681,GOLDEN VILLAGE (GV JURONG POINT),648886,875
640703,GOLDEN VILLAGE (GV JURONG POINT),648886,1563
640639,GOLDEN VILLAGE (GV JURONG POINT),648886,1377
640459,GOLDEN VILLAGE (GV JURONG POINT),648886,2667
641988,GOLDEN VILLAGE (GV JURONG POINT),648886,1684
641183,GOLDEN VILLAGE (GV JURONG POINT),648886,1404
640646,GOLDEN VILLAGE (GV JURONG POINT),648886,1332
641683,GOLDEN VILLAGE (GV JURONG POINT),648886,562
640694,GOLDEN VILLAGE (GV JURONG POINT),648886,538
641664,GOLDEN VILLAGE (GV JURONG POINT),648886,570
640515,GOLDEN VILLAGE (GV JURONG POINT),648886,2121
643648,GOLDEN VILLAGE (GV JURONG POINT),648886,1323
640688,GOLDEN VILLAGE (GV JURONG POINT),648886,338
640201,GOLDEN VILLAGE (GV JURONG POINT),648886,1336
640452,GOLDEN VILLAGE (GV JURONG POINT),648886,2403
642276,GOLDEN VILLAGE (GV JURONG POINT),648886,1848
643272,GOLDEN VILLAGE (GV JURONG POINT),648886,1586
640402,GOLDEN VILLAGE (GV JURONG POINT),648886,2894
642674,GOLDEN VILLAGE (GV JURONG POINT),648886,1054
640706,GOLDEN VILLAGE (GV JURONG POINT),648886,1732
640610,GOLDEN VILLAGE (GV JURONG POINT),648886,965
640427,GOLDEN VILLAGE (GV JURONG POINT),648886,3197
640416,GOLDEN VILLAGE (GV JURONG POINT),648886,3284
643652,GOLDEN VILLAGE (GV JURONG POINT),648886,1461
642660,GOLDEN VILLAGE (GV JURONG POINT),648886,883
640704,GOLDEN VILLAGE (GV JURONG POINT),648886,1637
640202,GOLDEN VILLAGE (GV JURONG POINT),648886,1374
644678,GOLDEN VILLAGE (GV JURONG POINT),648886,907
643677,GOLDEN VILLAGE (GV JURONG POINT),648886,968
641675,GOLDEN VILLAGE (GV JURONG POINT),648886,980
640437,GOLDEN VILLAGE (GV JURONG POINT),648886,2999
642648,GOLDEN VILLAGE (GV JURONG POINT),648886,1308
640645,GOLDEN VILLAGE (GV JURONG POINT),648886,1439
642652,GOLDEN VILLAGE (GV JURONG POINT),648886,1390
642661,GOLDEN VILLAGE (GV JURONG POINT),648886,830
640603,GOLDEN VILLAGE (GV JURONG POINT),648886,1008
643682,GOLDEN VILLAGE (GV JURONG POINT),648886,719
640696,GOLDEN VILLAGE (GV JURONG POINT),648886,417
642274,GOLDEN VILLAGE (GV JURONG POINT),648886,1851
643274,GOLDEN VILLAGE (GV JURONG POINT),648886,1854
642669,GOLDEN VILLAGE (GV JURONG POINT),648886,852
